seed,method,horizon,calibration_horizon,weight_relative_mse,kernel_relative_mse,rollout_relative_mse,tail_rollout_relative_mse,max_radius,unstable_modes,operator_file_bytes,shared_projection_bytes,total_deployed_bytes,fit_elapsed_s,peak_cuda_bytes
2,fp32,512,128,0.0,0.0,0.0,0.0,0.9998939338806715,0,524,4096,4620,0.0002799034118652344,43383808
2,cartesian_nearest,64,128,0.04935022009935398,2843836390910749.0,154181682689744.7,213160109069676.62,1.406808445383428,64,304,4096,4400,0.0007646083831787109,36746240
2,cartesian_nearest,128,128,0.04935022009935398,1.3959231737314223e+34,5.1041760747393354e+32,7.290643492726129e+32,1.406808445383428,64,304,4096,4400,0.0007646083831787109,36746240
2,cartesian_nearest,256,128,0.04935022009935398,7.405844107742368e+71,9.132741569913609e+69,1.2799124891819747e+70,1.406808445383428,64,304,4096,4400,0.0007646083831787109,38483968
2,cartesian_nearest,512,128,0.04935022009935398,3.666413866695962e+147,3.0441736211257894e+145,4.3808023132590714e+145,1.406808445383428,64,304,4096,4400,0.0007646083831787109,43384832
2,cartesian_weight,64,128,0.03621524866517176,11382533336.304504,1023898699.9040487,1415564985.8828275,1.2488960403443576,9,304,4096,4400,0.1440877914428711,36747264
2,cartesian_weight,128,128,0.03621524866517176,1.2205109642441924e+22,4.479539258972628e+20,6.39843204282291e+20,1.2488960403443576,9,304,4096,4400,0.1440877914428711,36747264
2,cartesian_weight,256,128,0.03621524866517176,2.880966745098103e+46,3.960540604942409e+44,5.550518806836307e+44,1.2488960403443576,9,304,4096,4400,0.1440877914428711,38483968
2,cartesian_weight,512,128,0.03621524866517176,3.526713458337995e+95,3.2611075823341493e+93,4.692987134942987e+93,1.2488960403443576,9,304,4096,4400,0.1440877914428711,43384832
2,cartesian_memory,64,128,1.6119346758529631,1.3229470265420709,1.181588424665776,1.2514088913880022,1.021376749621773,36,304,4096,4400,0.24773716926574707,38998528
2,cartesian_memory,128,128,1.6119346758529631,2.8055207432610625,1.6469750842513,1.8539385483534216,1.021376749621773,36,304,4096,4400,0.24773716926574707,38998528
2,cartesian_memory,256,128,1.6119346758529631,238.2546142882271,39.27049552353865,54.32075310346093,1.021376749621773,36,304,4096,4400,0.24773716926574707,38998528
2,cartesian_memory,512,128,1.6119346758529631,9681361.318936491,966210.9615660801,1390430.3538193877,1.021376749621773,36,304,4096,4400,0.24773716926574707,43384832
2,cartesian_normalized_memory,64,128,1.2489290751207194,1.171740094110731,1.1023466120735175,1.1699082594000358,0.9998939633369444,0,304,4096,4400,0.25795769691467285,38998528
2,cartesian_normalized_memory,128,128,1.2489290751207194,1.1834238837861888,1.1461095693737882,1.1880509742564018,0.9998939633369444,0,304,4096,4400,0.25795769691467285,38998528
2,cartesian_normalized_memory,256,128,1.2489290751207194,1.3149479799861874,1.3133312680103202,1.3603620087611175,0.9998939633369444,0,304,4096,4400,0.25795769691467285,38998528
2,cartesian_normalized_memory,512,128,1.2489290751207194,1.387120278804484,1.325709009499253,1.3634757079865476,0.9998939633369444,0,304,4096,4400,0.25795769691467285,43384832
2,phase_nearest,64,128,0.014099543927184158,1.6796687607695238,1.6320616536301917,1.772624453832596,0.9998939633369447,0,304,4096,4400,0.0007205009460449219,36747264
2,phase_nearest,128,128,0.014099543927184158,1.7970085169963272,1.6889303181500936,1.7942437708147487,0.9998939633369447,0,304,4096,4400,0.0007205009460449219,36747264
2,phase_nearest,256,128,0.014099543927184158,1.8997010689464153,1.733535710812675,1.785004678688358,0.9998939633369447,0,304,4096,4400,0.0007205009460449219,38483968
2,phase_nearest,512,128,0.014099543927184158,1.987859178465873,1.9037304586855286,1.9674277978996322,0.9998939633369447,0,304,4096,4400,0.0007205009460449219,43384832
2,phase_weight,64,128,0.011974354405909786,1.7301952622650536,1.3833352812712327,1.548526148356583,0.9998939633369446,0,304,4096,4400,0.13950562477111816,36747264
2,phase_weight,128,128,0.011974354405909786,1.924518912567996,1.7014626526539607,1.8242897945570271,0.9998939633369446,0,304,4096,4400,0.13950562477111816,36747264
2,phase_weight,256,128,0.011974354405909786,1.9499981772220252,1.8420495919697557,1.8838864514387632,0.9998939633369446,0,304,4096,4400,0.13950562477111816,38483968
2,phase_weight,512,128,0.011974354405909786,1.9539396384553325,1.9344631896204068,1.9583724971775864,0.9998939633369446,0,304,4096,4400,0.13950562477111816,43384832
2,phase_memory,64,128,1.4939030821538102,1.0375411481147634,1.0009409502973996,1.0058795783104943,0.9998939633369445,0,304,4096,4400,0.23882484436035156,38998016
2,phase_memory,128,128,1.4939030821538102,1.1028810649273342,1.0519353431652096,1.0824295970961775,0.9998939633369445,0,304,4096,4400,0.23882484436035156,38998016
2,phase_memory,256,128,1.4939030821538102,1.2123543033386555,1.1445362026294512,1.1802038237551273,0.9998939633369445,0,304,4096,4400,0.23882484436035156,38998016
2,phase_memory,512,128,1.4939030821538102,1.3871241684791051,1.2562253533179801,1.3134683436839274,0.9998939633369445,0,304,4096,4400,0.23882484436035156,43384832
